punto_nombre,punto_numero,punto_tipo,link,poblacion_total,hogares,desocupados,0-14,65_mas,inicial,primario,egb,secundario,polimodal,superior,universitario,post_universitario,lee_y _esc,NoLee_ni_e,hacinamiento,sin_red_agua,sin_cloaca,densidad_comercios,x,y
CALLE SUR,11390,Interseccion,500071309,1365,333,52,507,29,73,552,116,278,74,40,23,1,1101,149,27,72,131,0,-68.89300044,-32.89279551
SALTA,11393,Interseccion,500070311,699,176,14,60,103,10,194,21,152,12,54,211,15,656,30,0,0,0,66,-68.83455018,-32.89273183
CALLE CAMINO DE LA VIRGEN,11401,Interseccion,500071310,5,0,0,0,1,0,4,0,0,0,0,1,0,3,2,0,0,0,0,-68.87257648,-32.89278538
MONTECASEROS,11412,Interseccion,500070311,699,176,14,60,103,10,194,21,152,12,54,211,15,656,30,0,0,0,26,-68.83163242,-32.89275499
DE SAN MARTIN JOSE GRAL AV,11421,Interseccion,500070314,310,149,12,16,83,3,43,4,63,10,35,123,20,291,14,0,0,0,185,-68.83995799,-32.89278396
BAJADA DEL CERRO LA GLORIA,11436,Interseccion,500071309,1365,333,52,507,29,73,552,116,278,74,40,23,1,1101,149,27,72,131,0,-68.87433982,-32.89286832
ALEM LEANDRO N,11441,Interseccion,500070311,699,176,14,60,103,10,194,21,152,12,54,211,15,656,30,0,0,0,46,-68.83294686,-32.89282889
ALEM LEANDRO N,11444,Interseccion,500070311,699,176,14,60,103,10,194,21,152,12,54,211,15,656,30,0,0,0,40,-68.83250865,-32.89283732
ALEM LEANDRO N,11448,Interseccion,500070311,699,176,14,60,103,10,194,21,152,12,54,211,15,656,30,0,0,0,34,-68.83211319,-32.8928458
MITRE BARTOLOME GRAL AV,11457,Interseccion,500071203,349,159,3,37,40,4,26,2,54,18,30,177,13,322,2,0,0,0,131,-68.84545125,-32.89287202
ALEM LEANDRO N,11469,Interseccion,500070312,402,162,11,43,72,8,60,7,94,16,39,150,7,375,11,2,0,1,74,-68.83536219,-32.89285914
MITRE BARTOLOME GRAL AV,11474,Interseccion,500071204,259,115,8,17,57,1,22,3,53,4,35,124,8,250,1,0,0,0,133,-68.8452588,-32.89291686
SAN JUAN,11486,Interseccion,500070313,585,166,22,33,117,6,108,9,118,14,64,221,23,523,52,0,2,1,91,-68.83717898,-32.89291562
ALEM LEANDRO N,11492,Interseccion,500070312,402,162,11,43,72,8,60,7,94,16,39,150,7,375,11,2,0,1,79,-68.83577889,-32.89292281
BENEGAS TIBURCIO,11510,Interseccion,500070511,548,238,7,59,99,15,48,9,95,19,50,275,19,518,15,0,0,1,67,-68.8511262,-32.89296907
BELGRANO JUAN MANUEL GRAL,11519,Interseccion,500070511,548,238,7,59,99,15,48,9,95,19,50,275,19,518,15,0,0,1,69,-68.85097651,-32.89300496
FCGSM,11531,Interseccion,500071201,340,152,4,25,71,7,31,4,74,13,23,160,17,322,8,1,0,0,71,-68.85083754,-32.89302283
MARTINEZ DE ROZAS JUAN,11542,Interseccion,500070903,567,199,13,64,122,11,41,23,95,9,48,304,16,541,9,1,0,0,35,-68.85695082,-32.893048
BELGRANO JUAN MANUEL GRAL,11553,Interseccion,500071201,340,152,4,25,71,7,31,4,74,13,23,160,17,322,8,1,0,0,73,-68.85070926,-32.89304071
SEGURA MERCEDES,11565,Interseccion,500071309,1365,333,52,507,29,73,552,116,278,74,40,23,1,1101,149,27,72,131,0,-68.88428968,-32.89308531
SEGURA MERCEDES,11568,Interseccion,500071309,1365,333,52,507,29,73,552,116,278,74,40,23,1,1101,149,27,72,131,0,-68.88427897,-32.89310333
CALLE PROYECTADA,11570,Interseccion,500071309,1365,333,52,507,29,73,552,116,278,74,40,23,1,1101,149,27,72,131,0,-68.8842748,-32.8931086
ALEM LEANDRO N,11574,Interseccion,500070313,585,166,22,33,117,6,108,9,118,14,64,221,23,523,52,0,2,1,104,-68.83817261,-32.89308823
ALEM LEANDRO N,11582,Interseccion,500070313,585,166,22,33,117,6,108,9,118,14,64,221,23,523,52,0,2,1,104,-68.83818328,-32.89309726
PATRICIAS MENDOCINAS,11592,Interseccion,500071204,259,115,8,17,57,1,22,3,53,4,35,124,8,250,1,0,0,0,133,-68.84405071,-32.89314078
PERU,11606,Interseccion,500071202,224,90,3,32,28,5,29,3,32,8,18,94,22,208,6,0,0,0,84,-68.84944772,-32.89328265
VIDELA RICARDO GDOR,11616,Interseccion,500280101,477,133,8,76,81,15,99,10,160,14,41,110,1,438,23,0,0,4,15,-68.83109699,-32.89331331
SAN JUAN,11626,Interseccion,500070313,585,166,22,33,117,6,108,9,118,14,64,221,23,523,52,0,2,1,91,-68.83735988,-32.89334867
RODRIGUEZ MARTIN CNEL,11638,Interseccion,500070904,700,282,17,80,121,19,52,19,97,21,56,382,26,658,21,0,0,0,43,-68.85319891,-32.8933863
BELGRANO JUAN MANUEL GRAL,11640,Interseccion,500070904,700,282,17,80,121,19,52,19,97,21,56,382,26,658,21,0,0,0,63,-68.85108276,-32.8933838
AV ESPAÃ‘A,11649,Interseccion,500071206,426,195,11,50,90,7,32,11,82,12,55,188,17,400,9,0,0,0,133,-68.84277845,-32.89338265
OLASCOAGA LAURENTINO CNEL,11663,Interseccion,500070904,700,282,17,80,121,19,52,19,97,21,56,382,26,658,21,0,0,0,43,-68.85503715,-32.89340648
SAEZ MANUEL A,11673,Interseccion,500070901,579,223,7,56,124,8,49,10,105,14,61,290,25,558,7,0,0,1,9,-68.86048769,-32.89351186
SAEZ MANUEL A,11674,Interseccion,500071310,5,0,0,0,1,0,4,0,0,0,0,1,0,3,2,0,0,0,4,-68.86252667,-32.89314824
HUARPES,11676,Interseccion,500070901,579,223,7,56,124,8,49,10,105,14,61,290,25,558,7,0,0,1,10,-68.86041287,-32.89351178
25 DE MAYO,11685,Interseccion,500071202,224,90,3,32,28,5,29,3,32,8,18,94,22,208,6,0,0,0,96,-68.84823962,-32.89351563
9 DE JULIO,11699,Interseccion,500071206,426,195,11,50,90,7,32,11,82,12,55,188,17,400,9,0,0,0,129,-68.84155965,-32.89361555
COLON CRISTOBAL AV,11713,Interseccion,500071201,340,152,4,25,71,7,31,4,74,13,23,160,17,322,8,1,0,0,116,-68.84733087,-32.89368584
RODRIGUEZ MARTIN CNEL,11716,Interseccion,500070904,700,282,17,80,121,19,52,19,97,21,56,382,26,658,21,0,0,0,32,-68.85324109,-32.89372899
ZULOAGA OSCAR CNEL,11726,Interseccion,500070312,402,162,11,43,72,8,60,7,94,16,39,150,7,375,11,2,0,1,64,-68.83526442,-32.89371562
CHILE,11732,Interseccion,500071203,349,159,3,37,40,4,26,2,54,18,30,177,13,322,2,0,0,0,129,-68.84695668,-32.89375752
PASO DE LOS ANDES,11740,Interseccion,500070902,564,190,12,48,113,5,56,16,101,22,71,261,18,538,13,0,0,0,16,-68.85894822,-32.89378966
SALTA,11748,Interseccion,500070311,699,176,14,60,103,10,194,21,152,12,54,211,15,656,30,0,0,0,57,-68.83463365,-32.89382298
DE SAN MARTIN JOSE GRAL AV,11759,Interseccion,500070314,310,149,12,16,83,3,43,4,63,10,35,123,20,291,14,0,0,0,115,-68.84023393,-32.89386633
SAN JUAN,11771,Interseccion,500070313,585,166,22,33,117,6,108,9,118,14,64,221,23,523,52,0,2,1,91,-68.8374551,-32.89388079
LAS TIPAS AV,11773,Interseccion,500071310,5,0,0,0,1,0,4,0,0,0,0,1,0,3,2,0,0,0,1,-68.86407811,-32.89393059
THAYS ARQUITECTO CIRCUNV AV,11778,Interseccion,500071310,5,0,0,0,1,0,4,0,0,0,0,1,0,3,2,0,0,0,0,-68.8719549,-32.89396596
SAEZ MANUEL A,11780,Interseccion,500070902,564,190,12,48,113,5,56,16,101,22,71,261,18,538,13,0,0,0,15,-68.8580502,-32.89395094
DE LAS PALMERAS AV,11786,Interseccion,500071310,5,0,0,0,1,0,4,0,0,0,0,1,0,3,2,0,0,0,0,-68.86733559,-32.89403875
MITRE BARTOLOME GRAL AV,11792,Interseccion,500071203,349,159,3,37,40,4,26,2,54,18,30,177,13,322,2,0,0,0,168,-68.84571649,-32.89399945
COLON CRISTOBAL AV,11799,Interseccion,500071203,349,159,3,37,40,4,26,2,54,18,30,177,13,322,2,0,0,0,169,-68.84565235,-32.89400839
MITRE BARTOLOME GRAL AV,11803,Interseccion,500071203,349,159,3,37,40,4,26,2,54,18,30,177,13,322,2,0,0,0,170,-68.8455882,-32.89401733
MARTINEZ DE ROZAS JUAN,11811,Interseccion,500070903,567,199,13,64,122,11,41,23,95,9,48,304,16,541,9,1,0,0,15,-68.85720563,-32.89410327
CLARK PROLONG,11822,Interseccion,500071310,5,0,0,0,1,0,4,0,0,0,0,1,0,3,2,0,0,0,3,-68.86271673,-32.89416183
MORENO JOSE FEDERICO,11825,Interseccion,500070311,699,176,14,60,103,10,194,21,152,12,54,211,15,656,30,0,0,0,39,-68.83298719,-32.89411835
LA RIOJA,11838,Interseccion,500070312,402,162,11,43,72,8,60,7,94,16,39,150,7,375,11,2,0,1,72,-68.83608659,-32.89414049
DE SAN MARTIN JOSE GRAL AV,11848,Interseccion,500070314,310,149,12,16,83,3,43,4,63,10,35,123,20,291,14,0,0,0,106,-68.84031884,-32.89419105
CALLE SUR,11852,Interseccion,500071309,1365,333,52,507,29,73,552,116,278,74,40,23,1,1101,149,27,72,131,0,-68.90004194,-32.89424403
DE LA RETA PRIMITIVO,11853,Interseccion,500070313,585,166,22,33,117,6,108,9,118,14,64,221,23,523,52,0,2,1,95,-68.83842704,-32.8942337
PATRICIAS MENDOCINAS,11864,Interseccion,500071205,314,138,8,40,48,8,17,11,68,7,26,140,17,288,10,1,3,1,164,-68.84433732,-32.89425923
SAN JUAN,11873,Interseccion,500070313,585,166,22,33,117,6,108,9,118,14,64,221,23,523,52,0,2,1,92,-68.83751855,-32.89425056
PALACIOS PEDRO BENJAMIN,11881,Interseccion,500070311,699,176,14,60,103,10,194,21,152,12,54,211,15,656,30,0,0,0,27,-68.83229225,-32.89424366
ZULOAGA OSCAR CNEL,11896,Interseccion,500070312,402,162,11,43,72,8,60,7,94,16,39,150,7,375,11,2,0,1,55,-68.83518852,-32.89430161
BELGRANO JUAN MANUEL GRAL,11906,Interseccion,500071210,541,233,13,63,122,10,60,2,102,19,32,268,20,504,16,0,0,2,34,-68.85107039,-32.89438465
JOFRE EMILIO DR,11909,Interseccion,500070901,579,223,7,56,124,8,49,10,105,14,61,290,25,558,7,0,0,1,6,-68.86161918,-32.89441481
OLASCOAGA LAURENTINO CNEL,11915,Interseccion,500070904,700,282,17,80,121,19,52,19,97,21,56,382,26,658,21,0,0,0,19,-68.85530262,-32.89446176
AV ESPAÃ‘A,11925,Interseccion,500071206,426,195,11,50,90,7,32,11,82,12,55,188,17,400,9,0,0,0,139,-68.84307574,-32.89450111
BELGRANO PJE,11937,Interseccion,500071210,541,233,13,63,122,10,60,2,102,19,32,268,20,504,16,0,0,2,38,-68.85047162,-32.89453723
HUARPES,11944,Interseccion,500070901,579,223,7,56,124,8,49,10,105,14,61,290,25,558,7,0,0,1,11,-68.86061426,-32.89458501
COLON CRISTOBAL AV,11955,Interseccion,500071206,426,195,11,50,90,7,32,11,82,12,55,188,17,400,9,0,0,0,130,-68.84264808,-32.89458173
GENOUD PJE,11959,Interseccion,500070901,579,223,7,56,124,8,49,10,105,14,61,290,25,558,7,0,0,1,13,-68.8603256,-32.89463879
PERU,11969,Interseccion,500071210,541,233,13,63,122,10,60,2,102,19,32,268,20,504,16,0,0,2,42,-68.84980877,-32.89466267
9 DE JULIO,11972,Interseccion,500071206,426,195,11,50,90,7,32,11,82,12,55,188,17,400,9,0,0,0,120,-68.84184623,-32.894734
25 DE MAYO,11985,Interseccion,500071210,541,233,13,63,122,10,60,2,102,19,32,268,20,504,16,0,0,2,44,-68.84857941,-32.89481447
ZULOAGA OSCAR CNEL,11991,Interseccion,500070312,402,162,11,43,72,8,60,7,94,16,39,150,7,375,11,2,0,1,52,-68.83512343,-32.8948245
BABILONIA PJE,11995,Interseccion,500070313,585,166,22,33,117,6,108,9,118,14,64,221,23,523,52,0,2,1,83,-68.83685483,-32.89483579
PASO DE LOS ANDES,12001,Interseccion,500070902,564,190,12,48,113,5,56,16,101,22,71,261,18,538,13,0,0,0,18,-68.85902132,-32.89487177
RODRIGUEZ MARTIN CNEL,12012,Interseccion,500070904,700,282,17,80,121,19,52,19,97,21,56,382,26,658,21,0,0,0,9,-68.85338883,-32.8948743
LENCINAS CARLOS WASHINGTON,12021,Interseccion,500071310,5,0,0,0,1,0,4,0,0,0,0,1,0,3,2,0,0,0,1,-68.86400176,-32.89493138
SAN JUAN,12028,Interseccion,500070313,585,166,22,33,117,6,108,9,118,14,64,221,23,523,52,0,2,1,95,-68.8376456,-32.89490896
SALTA,12031,Interseccion,500070311,699,176,14,60,103,10,194,21,152,12,54,211,15,656,30,0,0,0,49,-68.83468508,-32.89490508
GRANADEROS,12043,Interseccion,500070902,564,190,12,48,113,5,56,16,101,22,71,261,18,538,13,0,0,0,18,-68.85836921,-32.89497021
CLARK ABRAHAM,12051,Interseccion,500070904,700,282,17,80,121,19,52,19,97,21,56,382,26,658,21,0,0,0,17,-68.85533384,-32.89498477
DE SAN MARTIN JOSE GRAL AV,12061,Interseccion,500071206,426,195,11,50,90,7,32,11,82,12,55,188,17,400,9,0,0,0,95,-68.84054188,-32.8949758
VARGAS PEDRO PJE,12075,Interseccion,500071207,290,135,13,21,54,6,18,2,71,7,25,145,6,275,11,0,3,0,131,-68.84274356,-32.89498761
9 DE JULIO,12078,Interseccion,500071207,290,135,13,21,54,6,18,2,71,7,25,145,6,275,11,0,3,0,118,-68.84190991,-32.89498656
OBLIGADO RAFAEL,12089,Interseccion,500070313,585,166,22,33,117,6,108,9,118,14,64,221,23,523,52,0,2,1,84,-68.83683308,-32.89504315
LEMOS RUBEN PJE,12096,Interseccion,500071209,479,244,16,37,113,8,45,7,71,6,46,268,16,460,10,1,1,1,58,-68.84762777,-32.89506579
CLARK ABRAHAM,12102,Interseccion,500070903,567,199,13,64,122,11,41,23,95,9,48,304,16,541,9,1,0,0,16,-68.8573857,-32.89511337
CHAVANNE,12117,Interseccion,500071209,479,244,16,37,113,8,45,7,71,6,46,268,16,460,10,1,1,1,72,-68.84718946,-32.89512837
LA RIOJA,12125,Interseccion,500070312,402,162,11,43,72,8,60,7,94,16,39,150,7,375,11,2,0,1,73,-68.8363306,-32.89512365
ZAPATA JOSE VICENTE,12135,Interseccion,500070315,427,209,14,37,99,11,36,6,77,11,44,208,22,406,11,2,0,0,83,-68.8394834,-32.89519085
PALACIOS PEDRO BENJAMIN,12140,Interseccion,500070311,699,176,14,60,103,10,194,21,152,12,54,211,15,656,30,0,0,0,24,-68.83293175,-32.89518227
PALACIOS PEDRO BENJAMIN,12148,Interseccion,500070311,699,176,14,60,103,10,194,21,152,12,54,211,15,656,30,0,0,0,24,-68.83294237,-32.89521835
LEMOS MANUEL CALLEJON,12159,Interseccion,500070312,402,162,11,43,72,8,60,7,94,16,39,150,7,375,11,2,0,1,57,-68.83549672,-32.89524879
ZULOAGA OSCAR CNEL,12168,Interseccion,500070312,402,162,11,43,72,8,60,7,94,16,39,150,7,375,11,2,0,1,53,-68.83505838,-32.89532035
SALTA,12175,Interseccion,500070311,699,176,14,60,103,10,194,21,152,12,54,211,15,656,30,0,0,0,51,-68.83470558,-32.89537398
9 DE JULIO,12185,Interseccion,500071207,290,135,13,21,54,6,18,2,71,7,25,145,6,275,11,0,3,0,108,-68.84202664,-32.89545558
25 DE MAYO,12187,Interseccion,500071210,541,233,13,63,122,10,60,2,102,19,32,268,20,504,16,0,0,2,25,-68.84874928,-32.89548193
SAN JUAN,12194,Interseccion,500070313,585,166,22,33,117,6,108,9,118,14,64,221,23,523,52,0,2,1,102,-68.83776206,-32.89551324
VIDELA RICARDO GDOR,12203,Interseccion,500070311,699,176,14,60,103,10,194,21,152,12,54,211,15,656,30,0,0,0,24,-68.83303802,-32.89550702
BRAVO ANTONIO PJE,12211,Interseccion,500070908,681,221,14,64,195,17,112,14,109,14,61,283,26,615,47,0,1,3,4,-68.86248309,-32.89557894
JOFRE EMILIO DR,12216,Interseccion,500070908,681,221,14,64,195,17,112,14,109,14,61,283,26,615,47,0,1,3,6,-68.86180968,-32.89562328
HUARPES,12227,Interseccion,500070908,681,221,14,64,195,17,112,14,109,14,61,283,26,615,47,0,1,3,12,-68.86073009,-32.89569422
DE SAN MARTIN JOSE GRAL AV,12238,Interseccion,500070802,521,153,16,67,106,14,52,7,125,15,58,202,17,482,17,1,1,0,82,-68.84073296,-32.89570641
MARTINEZ DE ROZAS JUAN,12248,Interseccion,500070903,567,199,13,64,122,11,41,23,95,9,48,304,16,541,9,1,0,0,15,-68.85747019,-32.89574464
VIR DE SOBREMONTE RAFAEL,12256,Interseccion,500070902,564,190,12,48,113,5,56,16,101,22,71,261,18,538,13,0,0,0,19,-68.85918023,-32.89576461
LA RIOJA,12272,Interseccion,500070312,402,162,11,43,72,8,60,7,94,16,39,150,7,375,11,2,0,1,80,-68.83653254,-32.89573706
SALTA,12285,Interseccion,500070311,699,176,14,60,103,10,194,21,152,12,54,211,15,656,30,0,0,0,52,-68.8347262,-32.89577977
BELGRANO JUAN MANUEL GRAL,12286,Interseccion,500070904,700,282,17,80,121,19,52,19,97,21,56,382,26,658,21,0,0,0,13,-68.85175196,-32.89585521
FCGSM,12291,Interseccion,500071210,541,233,13,63,122,10,60,2,102,19,32,268,20,504,16,0,0,2,14,-68.85161302,-32.89585505
RODRIGUEZ MARTIN CNEL,12301,Interseccion,500070904,700,282,17,80,121,19,52,19,97,21,56,382,26,658,21,0,0,0,14,-68.85353677,-32.8959024
BELGRANO JUAN MANUEL GRAL,12306,Interseccion,500071210,541,233,13,63,122,10,60,2,102,19,32,268,20,504,16,0,0,2,14,-68.85147395,-32.89592702
OLASCOAGA LAURENTINO CNEL,12316,Interseccion,500070904,700,282,17,80,121,19,52,19,97,21,56,382,26,658,21,0,0,0,13,-68.8554071,-32.89594065
BELGRANO JUAN MANUEL GRAL,12329,Interseccion,500071210,541,233,13,63,122,10,60,2,102,19,32,268,20,504,16,0,0,2,14,-68.85146324,-32.89594504
PERU,12331,Interseccion,500071210,541,233,13,63,122,10,60,2,102,19,32,268,20,504,16,0,0,2,22,-68.8501592,-32.8960066
BELGRANO JUAN MANUEL GRAL,12342,Interseccion,500070904,700,282,17,80,121,19,52,19,97,21,56,382,26,658,21,0,0,0,13,-68.85192268,-32.89602674
DELGADO AGUSTIN,12350,Interseccion,500070904,700,282,17,80,121,19,52,19,97,21,56,382,26,658,21,0,0,0,15,-68.85468013,-32.89605702
VIR DE SOBREMONTE RAFAEL,12359,Interseccion,500070904,700,282,17,80,121,19,52,19,97,21,56,382,26,658,21,0,0,0,16,-68.85450912,-32.89605682
25 DE MAYO,12366,Interseccion,500071210,541,233,13,63,122,10,60,2,102,19,32,268,20,504,16,0,0,2,22,-68.84890861,-32.89606822
SALTA,12378,Interseccion,500070311,699,176,14,60,103,10,194,21,152,12,54,211,15,656,30,0,0,0,53,-68.8348005,-32.89605939
FCGSM,12388,Interseccion,500071210,541,233,13,63,122,10,60,2,102,19,32,268,20,504,16,0,0,2,13,-68.85167675,-32.89608956
BELGRANO JUAN MANUEL GRAL,12393,Interseccion,500070801,562,164,17,106,53,21,66,19,97,22,68,223,14,510,25,0,0,2,14,-68.8514309,-32.89610731
LEMOS RUBEN PJE,12402,Interseccion,500071209,479,244,16,37,113,8,45,7,71,6,46,268,16,460,10,1,1,1,26,-68.84785041,-32.89612103
MOLINA PEDRO AV,12411,Interseccion,500070801,562,164,17,106,53,21,66,19,97,22,68,223,14,510,25,0,0,2,21,-68.85022307,-32.89615997
PERU,12416,Interseccion,500070801,562,164,17,106,53,21,66,19,97,22,68,223,14,510,25,0,0,2,21,-68.8502017,-32.89615994
MOLINA PEDRO AV,12425,Interseccion,500071209,479,244,16,37,113,8,45,7,71,6,46,268,16,460,10,1,1,1,41,-68.84712356,-32.89615622
MITRE BARTOLOME GRAL AV,12430,Interseccion,500071208,401,192,14,34,87,8,58,6,87,3,33,179,11,379,15,0,0,0,68,-68.8462364,-32.8961912
BELGRANO JUAN MANUEL GRAL,12437,Interseccion,500070904,700,282,17,80,121,19,52,19,97,21,56,382,26,658,21,0,0,0,13,-68.85182884,-32.89622049
25 DE MAYO,12441,Interseccion,500070801,562,164,17,106,53,21,66,19,97,22,68,223,14,510,25,0,0,2,20,-68.84890835,-32.8962215
FCGSM,12450,Interseccion,500070801,562,164,17,106,53,21,66,19,97,22,68,223,14,510,25,0,0,2,13,-68.85172992,-32.89625193
BELGRANO JUAN MANUEL GRAL,12460,Interseccion,500070801,562,164,17,106,53,21,66,19,97,22,68,223,14,510,25,0,0,2,14,-68.85157762,-32.89625175
MOLINA PEDRO AV,12470,Interseccion,500070801,562,164,17,106,53,21,66,19,97,22,68,223,14,510,25,0,0,2,22,-68.84811737,-32.89625661
PATRICIAS MENDOCINAS,12474,Interseccion,500071207,290,135,13,21,54,6,18,2,71,7,25,145,6,275,11,0,3,0,95,-68.84485753,-32.89626163
VIDELA RICARDO GDOR,12486,Interseccion,500280106,1002,345,36,189,154,36,229,43,293,42,85,198,10,917,44,10,0,3,31,-68.83359234,-32.89628321
AV ESPAÃ‘A,12495,Interseccion,500071207,290,135,13,21,54,6,18,2,71,7,25,145,6,275,11,0,3,0,84,-68.84358555,-32.89632316
MITRE BARTOLOME GRAL AV,12507,Interseccion,500070801,562,164,17,106,53,21,66,19,97,22,68,223,14,510,25,0,0,2,33,-68.84730495,-32.89633677
VARGAS PEDRO PJE,12517,Interseccion,500071207,290,135,13,21,54,6,18,2,71,7,25,145,6,275,11,0,3,0,78,-68.84288009,-32.89634933
PATRICIAS MENDOCINAS,12525,Interseccion,500070801,562,164,17,106,53,21,66,19,97,22,68,223,14,510,25,0,0,2,88,-68.84490011,-32.89636087
MOLINA PEDRO AV,12533,Interseccion,500070801,562,164,17,106,53,21,66,19,97,22,68,223,14,510,25,0,0,2,61,-68.8462789,-32.89633552
9 DE JULIO,12535,Interseccion,500071207,290,135,13,21,54,6,18,2,71,7,25,145,6,275,11,0,3,0,74,-68.84226013,-32.89638461
AV ESPAÃ‘A,12549,Interseccion,500070801,562,164,17,106,53,21,66,19,97,22,68,223,14,510,25,0,0,2,77,-68.84359603,-32.89644039
DE SAN MARTIN JOSE GRAL AV,12563,Interseccion,500070802,521,153,16,67,106,14,52,7,125,15,58,202,17,482,17,1,1,0,62,-68.84092402,-32.89644604
9 DE JULIO,12570,Interseccion,500070801,562,164,17,106,53,21,66,19,97,22,68,223,14,510,25,0,0,2,69,-68.84227059,-32.89651086
DE SAN MARTIN JOSE GRAL AV,12582,Interseccion,500070802,521,153,16,67,106,14,52,7,125,15,58,202,17,482,17,1,1,0,60,-68.84094528,-32.89650918
DE LA RETA PRIMITIVO,12586,Interseccion,500070802,521,153,16,67,106,14,52,7,125,15,58,202,17,482,17,1,1,0,67,-68.8398444,-32.8965168
SAN JUAN,12596,Interseccion,500070802,521,153,16,67,106,14,52,7,125,15,58,202,17,482,17,1,1,0,94,-68.83816637,-32.89652365
DELGADO AGUSTIN,12610,Interseccion,500070905,697,295,31,92,109,20,41,30,111,14,55,367,29,651,24,1,1,1,18,-68.85456162,-32.89663396
DE SAN MARTIN JOSE GRAL AV,12613,Interseccion,500070811,309,142,7,23,48,4,21,4,58,8,36,157,11,297,4,0,3,0,57,-68.8409771,-32.89664448
RODRIGUEZ MARTIN CNEL,12621,Interseccion,500070904,700,282,17,80,121,19,52,19,97,21,56,382,26,658,21,0,0,0,18,-68.85365297,-32.89673209
LA RIOJA,12630,Interseccion,500070804,277,108,5,33,58,7,27,13,67,12,18,116,12,267,6,0,0,0,71,-68.83679782,-32.89678336
PASO DE LOS ANDES,12643,Interseccion,500070902,564,190,12,48,113,5,56,16,101,22,71,261,18,538,13,0,0,0,19,-68.85936026,-32.89681979
GIL VICENTE,12646,Interseccion,500070908,681,221,14,64,195,17,112,14,109,14,61,283,26,615,47,0,1,3,2,-68.8632293,-32.89684212
OLASCOAGA LAURENTINO CNEL,12699,Interseccion,500070904,700,282,17,80,121,19,52,19,97,21,56,382,26,658,21,0,0,0,13,-68.85549099,-32.8969326
DELGADO AGUSTIN,12710,Interseccion,500070905,697,295,31,92,109,20,41,30,111,14,55,367,29,651,24,1,1,1,19,-68.85459318,-32.89694058
MITRE BARTOLOME GRAL AV,12720,Interseccion,500070801,562,164,17,106,53,21,66,19,97,22,68,223,14,510,25,0,0,2,13,-68.84781688,-32.8969776
AV ESPAÃ‘A,12746,Interseccion,500070801,562,164,17,106,53,21,66,19,97,22,68,223,14,510,25,0,0,2,40,-68.84366963,-32.89713478
PALACIOS PEDRO BENJAMIN,12755,Interseccion,500280106,1002,345,36,189,154,36,229,43,293,42,85,198,10,917,44,10,0,3,31,-68.83422113,-32.89724885
SAN JUAN,12764,Interseccion,500070802,521,153,16,67,106,14,52,7,125,15,58,202,17,482,17,1,1,0,73,-68.83863528,-32.89727266
PERU,12769,Interseccion,500070801,562,164,17,106,53,21,66,19,97,22,68,223,14,510,25,0,0,2,11,-68.85017815,-32.89744933
ACCESO AUTODROMO P4 AV,12773,Interseccion,500071309,1365,333,52,507,29,73,552,116,278,74,40,23,1,1101,149,27,72,131,0,-68.89689609,-32.89738837
9 DE JULIO,12780,Interseccion,500070801,562,164,17,106,53,21,66,19,97,22,68,223,14,510,25,0,0,2,27,-68.84256784,-32.89764736
LA RIOJA,12786,Interseccion,500070804,277,108,5,33,58,7,27,13,67,12,18,116,12,267,6,0,0,0,47,-68.8370206,-32.89769436
FCGSM,12802,Interseccion,500070801,562,164,17,106,53,21,66,19,97,22,68,223,14,510,25,0,0,2,15,-68.85216545,-32.89786647
BELGRANO JUAN MANUEL GRAL,12807,Interseccion,500070801,562,164,17,106,53,21,66,19,97,22,68,223,14,510,25,0,0,2,13,-68.85121414,-32.89790141
OBLIGADO RAFAEL,12812,Interseccion,500070801,562,164,17,106,53,21,66,19,97,22,68,223,14,510,25,0,0,2,12,-68.85064767,-32.89790073
DE SAN MARTIN JOSE GRAL AV,12826,Interseccion,500070811,309,142,7,23,48,4,21,4,58,8,36,157,11,297,4,0,3,0,36,-68.84130619,-32.89789824
9 DE JULIO,12842,Interseccion,500070801,562,164,17,106,53,21,66,19,97,22,68,223,14,510,25,0,0,2,21,-68.84266343,-32.89799012
OLASCOAGA LAURENTINO CNEL,12847,Interseccion,500070905,697,295,31,92,109,20,41,30,111,14,55,367,29,651,24,1,1,1,13,-68.85558511,-32.8982131
DELGADO AGUSTIN,12858,Interseccion,500070905,697,295,31,92,109,20,41,30,111,14,55,367,29,651,24,1,1,1,17,-68.85469794,-32.89823913
DE SAN MARTIN JOSE GRAL AV,12867,Interseccion,500070811,309,142,7,23,48,4,21,4,58,8,36,157,11,297,4,0,3,0,34,-68.84139112,-32.89822296
VIRGEN DEL CARMEN DE CUYO,12875,Interseccion,500070801,562,164,17,106,53,21,66,19,97,22,68,223,14,510,25,0,0,2,5,-68.84415935,-32.89823545
VIRGEN DEL CARMEN DE CUYO,12879,Interseccion,500070801,562,164,17,106,53,21,66,19,97,22,68,223,14,510,25,0,0,2,5,-68.84413797,-32.89823543
AV ESPAÃ‘A,12881,Interseccion,500070801,562,164,17,106,53,21,66,19,97,22,68,223,14,510,25,0,0,2,6,-68.84386007,-32.8982441
RODRIGUEZ MARTIN CNEL,12891,Interseccion,500070904,700,282,17,80,121,19,52,19,97,21,56,382,26,658,21,0,0,0,18,-68.85386422,-32.89826521
HUARPES,12897,Interseccion,500070907,647,256,14,70,127,11,70,19,117,12,66,302,30,616,18,0,0,1,16,-68.86100393,-32.89828236
