ID;radio_censal;punto_tipo;poblacion;hogares;desocupado;0-14;65_mas;inicial;primario;egb;secundario;polimodal;superior;universitario;post_universitario;lee_y _esc;NoLee_ni_e;hacinamiento;sin_agua;sin_cloaca;densidad_comercial;microzonificacion;macrozonificacion;x;y;index
I1391;500070109;Intersercción;634;202;18;87;97;16;102;26;184;22;54;194;9;593;24;0;0;0;43;Comercial;Altamente urbano;-68,84839402;-32,88443582;1464
I1392;500070109;Intersercción;634;202;18;87;97;16;102;26;184;22;54;194;9;593;24;0;0;0;44;Comercial;Altamente urbano;-68,84826574;-32,88446271;1465
I1393;500070108;Intersercción;668;239;17;82;113;9;76;22;210;17;80;210;10;627;17;0;0;0;180;Central;Altamente urbano;-68,8418003;-32,88449077;1466
I1394;500070303;Intersercción;743;302;23;121;96;21;115;47;203;26;94;187;16;691;32;2;0;1;194;Central;Altamente urbano;-68,83779272;-32,88455777;1467
I1395;500070303;Intersercción;743;302;23;121;96;21;115;47;203;26;94;187;16;691;32;2;0;1;141;Central;Altamente urbano;-68,83670255;-32,88462849;1468
I1396;500070117;Intersercción;427;162;9;35;68;8;33;8;85;4;49;207;16;408;6;0;0;0;55;Central;Altamente urbano;-68,84718605;-32,88465977;1469
I1397;500070505;Intersercción;511;201;10;86;80;13;64;30;109;13;46;189;23;476;14;1;0;0;27;Residencial urbano;Urbano;-68,85880227;-32,88473654;1470
I1398;500070505;Intersercción;511;201;10;86;80;13;64;30;109;13;46;189;23;476;14;1;0;0;10;Residencial urbano;Urbano;-68,86076668;-32,88436484;1471
I1399;500070303;Intersercción;743;302;23;121;96;21;115;47;203;26;94;187;16;691;32;2;0;1;71;Central;Altamente urbano;-68,83536658;-32,88470789;1472
I1400;500070107;Intersercción;704;212;25;91;142;10;131;11;218;10;58;205;27;660;24;0;0;0;223;Central;Altamente urbano;-68,84054956;-32,88472362;1473
I1401;500070303;Intersercción;743;302;23;121;96;21;115;47;203;26;94;187;16;691;32;2;0;1;46;Comercial;Altamente urbano;-68,8340413;-32,88478729;1474
I1402;500071302;Intersercción;1124;297;37;358;46;69;407;147;236;94;20;31;0;940;110;33;0;39;;Especial Club San Ceferino;Interfaz;-68,90809944;-32,88492675;1475
I1403;500071310;Intersercción;5;0;0;0;1;0;4;0;0;0;0;1;0;3;2;0;0;0;;Especial Parque Gral. San Marti­n;Especial;-68,86988403;-32,88491086;1476
I1404;500070111;Intersercción;349;152;9;51;61;12;31;5;77;5;38;146;18;321;12;0;0;0;85;Central;Altamente urbano;-68,84593532;-32,88489267;1477
I1405;500070303;Intersercción;743;302;23;121;96;21;115;47;203;26;94;187;16;691;32;2;0;1;46;Comercial;Altamente urbano;-68,83257706;-32,8848755;1478
I1406;500070505;Intersercción;511;201;10;86;80;13;64;30;109;13;46;189;23;476;14;1;0;0;24;Residencial urbano;Urbano;-68,85765844;-32,88496067;1479
I1407;500070107;Intersercción;704;212;25;91;142;10;131;11;218;10;58;205;27;660;24;0;0;0;238;Central;Altamente urbano;-68,83928812;-32,88495644;1480
I1408;500070503;Intersercción;739;271;14;88;145;20;73;16;147;55;62;320;16;690;29;1;4;0;40;Residencial urbano;Urbano;-68,8513319;-32,88498937;1481
I1409;500070303;Intersercción;743;302;23;121;96;21;115;47;203;26;94;187;16;691;32;2;0;1;30;Comercial;Altamente urbano;-68,83121969;-32,88496385;1482
I1410;500070503;Intersercción;739;271;14;88;145;20;73;16;147;55;62;320;16;690;29;1;4;0;36;Residencial urbano;Urbano;-68,85302027;-32,8850635;1483
I1411;500070303;Intersercción;743;302;23;121;96;21;115;47;203;26;94;187;16;691;32;2;0;1;10;Comercial;Altamente urbano;-68,82984097;-32,88504313;1484
I1412;500071310;Intersercción;5;0;0;0;1;0;4;0;0;0;0;1;0;3;2;0;0;0;;Especial Parque Gral. San Marti­n;Especial;-68,87338892;-32,88513988;1485
I1413;500071310;Intersercción;5;0;0;0;1;0;4;0;0;0;0;1;0;3;2;0;0;0;;Especial Parque Gral. San Marti­n;Especial;-68,87339633;-32,88513365;1486
I1414;500070111;Intersercción;349;152;9;51;61;12;31;5;77;5;38;146;18;321;12;0;0;0;114;Central;Altamente urbano;-68,84468457;-32,88512556;1487
I1415;500070504;Intersercción;352;163;10;49;52;11;26;16;64;10;38;158;9;324;11;0;0;0;31;Residencial urbano;Urbano;-68,85487961;-32,88514683;1488
I1416;500070503;Intersercción;739;271;14;88;145;20;73;16;147;55;62;320;16;690;29;1;4;0;40;Residencial urbano;Urbano;-68,85044464;-32,88515062;1489
I1417;500280201;Intersercción;772;271;30;146;129;15;192;41;220;41;64;147;5;717;27;3;0;5;3;Comercial;Altamente urbano;-68,82851565;-32,88513149;1490
I1418;500070505;Intersercción;511;201;10;86;80;13;64;30;109;13;46;189;23;476;14;1;0;0;23;Residencial urbano;Urbano;-68,85649324;-32,88518476;1491
I1419;500070503;Intersercción;739;271;14;88;145;20;73;16;147;55;62;320;16;690;29;1;4;0;41;Residencial urbano;Urbano;-68,85020946;-32,88519542;1492
I1420;500071303;Intersercción;1314;285;52;382;39;49;569;140;236;110;25;34;0;1133;85;5;0;6;;Residencial urbano;Urbano;-68,9077678;-32,88526915;1493
I1421;500070304;Intersercción;637;230;20;92;110;13;124;26;175;18;66;151;6;570;30;4;1;0;215;Central;Altamente urbano;-68,83797321;-32,88520722;1494
I1422;500070505;Intersercción;511;201;10;86;80;13;64;30;109;13;46;189;23;476;14;1;0;0;24;Residencial urbano;Urbano;-68,85616185;-32,88524749;1495
I1423;500070111;Intersercción;349;152;9;51;61;12;31;5;77;5;38;146;18;321;12;0;0;0;137;Central;Altamente urbano;-68,84347659;-32,88534948;1496
I1424;500070112;Intersercción;391;160;4;33;79;5;42;4;85;9;51;168;16;376;7;0;0;0;143;Central;Altamente urbano;-68,84327348;-32,88538529;1497
I1425;500071310;Intersercción;5;0;0;0;1;0;4;0;0;0;0;1;0;3;2;0;0;0;;Especial Parque Gral. San Marti­n;Especial;-68,87345263;-32,88542849;1498
I1426;500071310;Intersercción;5;0;0;0;1;0;4;0;0;0;0;1;0;3;2;0;0;0;;Especial Parque Gral. San Marti­n;Especial;-68,87344194;-32,8854375;1499
I1427;500071310;Intersercción;5;0;0;0;1;0;4;0;0;0;0;1;0;3;2;0;0;0;;Especial Parque Gral. San Marti­n;Especial;-68,86688024;-32,88547577;1500
I1428;500070504;Intersercción;352;163;10;49;52;11;26;16;64;10;38;158;9;324;11;0;0;0;26;Residencial urbano;Urbano;-68,85496458;-32,88547153;1501
I1429;500070503;Intersercción;739;271;14;88;145;20;73;16;147;55;62;320;16;690;29;1;4;0;41;Comercial;Altamente urbano;-68,84891589;-32,88548241;1502
I1430;500070117;Intersercción;427;162;9;35;68;8;33;8;85;4;49;207;16;408;6;0;0;0;42;Comercial;Altamente urbano;-68,84880899;-32,88550031;1503
I1431;500070503;Intersercción;739;271;14;88;145;20;73;16;147;55;62;320;16;690;29;1;4;0;31;Residencial urbano;Urbano;-68,85118142;-32,88551217;1504
I1432;500070117;Intersercción;427;162;9;35;68;8;33;8;85;4;49;207;16;408;6;0;0;0;42;Comercial;Altamente urbano;-68,84870209;-32,88551822;1505
I1433;500070116;Intersercción;466;113;5;56;61;7;67;39;108;20;46;155;13;442;15;1;0;0;186;Central;Altamente urbano;-68,84209756;-32,88560022;1506
I1434;500071310;Intersercción;5;0;0;0;1;0;4;0;0;0;0;1;0;3;2;0;0;0;;Especial Parque Gral. San Marti­n;Especial;-68,87286448;-32,8856984;1507
I1435;500070117;Intersercción;427;162;9;35;68;8;33;8;85;4;49;207;16;408;6;0;0;0;52;Central;Altamente urbano;-68,84747274;-32,88574214;1508
I1436;500070503;Intersercción;739;271;14;88;145;20;73;16;147;55;62;320;16;690;29;1;4;0;30;Residencial urbano;Urbano;-68,85323278;-32,88580314;1509
I1437;500070506;Intersercción;770;299;10;88;154;12;73;24;140;19;62;380;38;740;14;0;0;2;15;Residencial urbano;Urbano;-68,85890738;-32,88584574;1510
I1438;500070506;Intersercción;770;299;10;88;154;12;73;24;140;19;62;380;38;740;14;0;0;2;7;Residencial urbano;Urbano;-68,86099139;-32,88544403;1511
I1439;500070116;Intersercción;466;113;5;56;61;7;67;39;108;20;46;155;13;442;15;1;0;0;216;Central;Altamente urbano;-68,84085749;-32,88583309;1512
I1440;500070304;Intersercción;637;230;20;92;110;13;124;26;175;18;66;151;6;570;30;4;1;0;233;Central;Altamente urbano;-68,83815368;-32,88586569;1513
I1441;500071310;Intersercción;5;0;0;0;1;0;4;0;0;0;0;1;0;3;2;0;0;0;;Especial Parque Gral. San Marti­n;Especial;-68,86983974;-32,88596579;1514
I1442;500070304;Intersercción;637;230;20;92;110;13;124;26;175;18;66;151;6;570;30;4;1;0;162;Central;Altamente urbano;-68,83675361;-32,88592698;1515
I1443;500070111;Intersercción;349;152;9;51;61;12;31;5;77;5;38;146;18;321;12;0;0;0;81;Central;Altamente urbano;-68,8462113;-32,88597504;1516
I1444;500070304;Intersercción;637;230;20;92;110;13;124;26;175;18;66;151;6;570;30;4;1;0;93;Central;Altamente urbano;-68,83542835;-32,88597935;1517
I1445;500070506;Intersercción;770;299;10;88;154;12;73;24;140;19;62;380;38;740;14;0;0;2;14;Residencial urbano;Urbano;-68,8579346;-32,88602497;1518
I1446;500070503;Intersercción;739;271;14;88;145;20;73;16;147;55;62;320;16;690;29;1;4;0;25;Residencial urbano;Urbano;-68,85199272;-32,88604513;1519
I1447;500070304;Intersercción;637;230;20;92;110;13;124;26;175;18;66;151;6;570;30;4;1;0;58;Comercial;Altamente urbano;-68,83409241;-32,88603168;1520
I1448;500070113;Intersercción;395;131;9;30;67;4;50;9;91;21;40;159;9;376;9;1;0;0;229;Central;Altamente urbano;-68,83957466;-32,88606589;1521
I1449;500071310;Intersercción;5;0;0;0;1;0;4;0;0;0;0;1;0;3;2;0;0;0;;Especial Parque Gral. San Marti­n;Especial;-68,86932921;-32,88612757;1522
I1450;500070304;Intersercción;637;230;20;92;110;13;124;26;175;18;66;151;6;570;30;4;1;0;50;Comercial;Altamente urbano;-68,83261754;-32,88608382;1523
I1451;500071310;Intersercción;5;0;0;0;1;0;4;0;0;0;0;1;0;3;2;0;0;0;;Especial Parque Gral. San Marti­n;Especial;-68,86931584;-32,88613657;1524
I1452;500071310;Intersercción;5;0;0;0;1;0;4;0;0;0;0;1;0;3;2;0;0;0;1;Especial Parque Gral. San Marti­n;Especial;-68,86328847;-32,88615718;1525
I1453;500070304;Intersercción;637;230;20;92;110;13;124;26;175;18;66;151;6;570;30;4;1;0;33;Comercial;Altamente urbano;-68,83128159;-32,88613613;1526
I1454;500070111;Intersercción;349;152;9;51;61;12;31;5;77;5;38;146;18;321;12;0;0;0;103;Central;Altamente urbano;-68,84497123;-32,88620795;1527
I1455;500070304;Intersercción;637;230;20;92;110;13;124;26;175;18;66;151;6;570;30;4;1;0;13;Comercial;Altamente urbano;-68,82991359;-32,88618837;1528
I1456;500070503;Intersercción;739;271;14;88;145;20;73;16;147;55;62;320;16;690;29;1;4;0;25;Residencial urbano;Urbano;-68,85099854;-32,88623331;1529
I1457;500070506;Intersercción;770;299;10;88;154;12;73;24;140;19;62;380;38;740;14;0;0;2;13;Residencial urbano;Urbano;-68,85678007;-32,88624908;1530
I1458;500071310;Intersercción;5;0;0;0;1;0;4;0;0;0;0;1;0;3;2;0;0;0;1;Especial Parque Gral. San Marti­n;Especial;-68,86270051;-32,88627375;1531
I1459;500280207;Intersercción;683;235;25;118;110;24;117;32;177;31;81;175;7;630;28;1;0;3;5;Comercial;Altamente urbano;-68,82889826;-32,88623207;1532
I1460;500070307;Intersercción;218;96;10;20;41;6;17;10;64;9;27;77;4;209;6;0;0;0;248;Central;Altamente urbano;-68,83825975;-32,88630765;1533
I1461;500071310;Intersercción;5;0;0;0;1;0;4;0;0;0;0;1;0;3;2;0;0;0;1;Especial Parque Gral. San Marti­n;Especial;-68,86325611;-32,8863465;1534
I1462;500071309;Intersercción;1365;333;52;507;29;73;552;116;278;74;40;23;1;1101;149;27;72;131;;Especial Parque Gral. San Marti­n;Especial;-68,88951976;-32,88443711;1535
I1463;500071302;Intersercción;1124;297;37;358;46;69;407;147;236;94;20;31;0;940;110;33;0;39;;Residencial urbano;Urbano;-68,89721867;-32,88646017;1536
I1464;500071309;Intersercción;1365;333;52;507;29;73;552;116;278;74;40;23;1;1101;149;27;72;131;;Especial Parque Gral. San Marti­n;Especial;-68,87569274;-32,88644964;1537
I1465;500070111;Intersercción;349;152;9;51;61;12;31;5;77;5;38;146;18;321;12;0;0;0;99;Central;Altamente urbano;-68,84379531;-32,88642289;1538
I1466;500070111;Intersercción;349;152;9;51;61;12;31;5;77;5;38;146;18;321;12;0;0;0;99;Central;Altamente urbano;-68,84376323;-32,88643187;1539
I1467;500071310;Intersercción;5;0;0;0;1;0;4;0;0;0;0;1;0;3;2;0;0;0;1;Especial Parque Gral. San Marti­n;Especial;-68,86298875;-32,88647244;1540
I1468;500070112;Intersercción;391;160;4;33;79;5;42;4;85;9;51;168;16;376;7;0;0;0;99;Central;Altamente urbano;-68,84356012;-32,88646768;1541
I1469;500071310;Intersercción;5;0;0;0;1;0;4;0;0;0;0;1;0;3;2;0;0;0;;Especial Parque Gral. San Marti­n;Especial;-68,87002056;-32,88655208;1542
I1470;500070507;Intersercción;399;164;3;54;75;11;37;9;56;11;37;205;17;377;11;0;0;0;18;Residencial urbano;Urbano;-68,8552407;-32,88653585;1543
I1471;500070506;Intersercción;770;299;10;88;154;12;73;24;140;19;62;380;38;740;14;0;0;2;6;Residencial urbano;Urbano;-68,8612226;-32,88656968;1544
I1472;500070117;Intersercción;427;162;9;35;68;8;33;8;85;4;49;207;16;408;6;0;0;0;43;Comercial;Altamente urbano;-68,84909574;-32,88655563;1545
I1473;500070503;Intersercción;739;271;14;88;145;20;73;16;147;55;62;320;16;690;29;1;4;0;42;Comercial;Altamente urbano;-68,84920258;-32,8865738;1546
I1474;500070117;Intersercción;427;162;9;35;68;8;33;8;85;4;49;207;16;408;6;0;0;0;43;Comercial;Altamente urbano;-68,84898884;-32,88657354;1547
I1475;500071310;Intersercción;5;0;0;0;1;0;4;0;0;0;0;1;0;3;2;0;0;0;;Especial Parque Gral. San Marti­n;Especial;-68,87015936;-32,88664239;1548
I1476;500070116;Intersercción;466;113;5;56;61;7;67;39;108;20;46;155;13;442;15;1;0;0;127;Central;Altamente urbano;-68,84238419;-32,88668261;1549
I1477;500070117;Intersercción;427;162;9;35;68;8;33;8;85;4;49;207;16;408;6;0;0;0;50;Central;Altamente urbano;-68,84777016;-32,88679748;1550
I1478;500070117;Intersercción;427;162;9;35;68;8;33;8;85;4;49;207;16;408;6;0;0;0;50;Central;Altamente urbano;-68,84773808;-32,88680646;1551
I1479;500070507;Intersercción;399;164;3;54;75;11;37;9;56;11;37;205;17;377;11;0;0;0;24;Residencial urbano;Urbano;-68,85351958;-32,88686747;1552
I1480;500071302;Intersercción;1124;297;37;358;46;69;407;147;236;94;20;31;0;940;110;33;0;39;;Residencial urbano;Urbano;-68,89874634;-32,88693931;1553
I1481;500070116;Intersercción;466;113;5;56;61;7;67;39;108;20;46;155;13;442;15;1;0;0;148;Central;Altamente urbano;-68,8411441;-32,88691548;1554
I1482;500071302;Intersercción;1124;297;37;358;46;69;407;147;236;94;20;31;0;940;110;33;0;39;;Residencial urbano;Urbano;-68,89893863;-32,88700259;1555
I1483;500070506;Intersercción;770;299;10;88;154;12;73;24;140;19;62;380;38;740;14;0;0;2;12;Residencial urbano;Urbano;-68,85899104;-32,88699999;1556
I1484;500070506;Intersercción;770;299;10;88;154;12;73;24;140;19;62;380;38;740;14;0;0;2;6;Residencial urbano;Urbano;-68,86120862;-32,88657237;1557
I1485;500070117;Intersercción;427;162;9;35;68;8;33;8;85;4;49;207;16;408;6;0;0;0;70;Central;Altamente urbano;-68,8465194;-32,88703039;1558
I1486;500070117;Intersercción;427;162;9;35;68;8;33;8;85;4;49;207;16;408;6;0;0;0;71;Central;Altamente urbano;-68,84648732;-32,88703937;1559
I1487;500070512;Intersercción;319;123;6;47;68;9;26;13;53;8;29;154;11;295;13;0;0;0;22;Residencial urbano;Urbano;-68,85227951;-32,88710045;1560
I1488;500070113;Intersercción;395;131;9;30;67;4;50;9;91;21;40;159;9;376;9;1;0;0;191;Central;Altamente urbano;-68,83985057;-32,88714827;1561
I1489;500070117;Intersercción;427;162;9;35;68;8;33;8;85;4;49;207;16;408;6;0;0;0;79;Central;Altamente urbano;-68,84524725;-32,88726326;1562
I1490;500070512;Intersercción;319;123;6;47;68;9;26;13;53;8;29;154;11;295;13;0;0;0;27;Residencial urbano;Urbano;-68,85105013;-32,88733343;1563
I1491;500070506;Intersercción;770;299;10;88;154;12;73;24;140;19;62;380;38;740;14;0;0;2;13;Residencial urbano;Urbano;-68,85706684;-32,88734947;1564
I1492;500070113;Intersercción;395;131;9;30;67;4;50;9;91;21;40;159;9;376;9;1;0;0;276;Central;Altamente urbano;-68,83857839;-32,88739009;1565
I1493;500070307;Intersercción;218;96;10;20;41;6;17;10;64;9;27;77;4;209;6;0;0;0;278;Central;Altamente urbano;-68,83854633;-32,88739005;1566
I1494;500071303;Intersercción;1314;285;52;382;39;49;569;140;236;110;25;34;0;1133;85;5;0;6;2;Residencial urbano;Urbano;-68,90505101;-32,88749429;1567
I1495;500071303;Intersercción;1314;285;52;382;39;49;569;140;236;110;25;34;0;1133;85;5;0;6;2;Residencial urbano;Urbano;-68,90507238;-32,88749431;1568
I1496;500070306;Intersercción;305;114;11;20;91;8;89;1;55;5;23;103;2;240;63;0;2;0;239;Central;Altamente urbano;-68,83681497;-32,88743288;1569
I1497;500071303;Intersercción;1314;285;52;382;39;49;569;140;236;110;25;34;0;1133;85;5;0;6;;Residencial urbano;Urbano;-68,90044491;-32,88751776;1570
I1498;500070117;Intersercción;427;162;9;35;68;8;33;8;85;4;49;207;16;408;6;0;0;0;69;Central;Altamente urbano;-68,84404992;-32,8874872;1571
I1499;500071303;Intersercción;1314;285;52;382;39;49;569;140;236;110;25;34;0;1133;85;5;0;6;2;Residencial urbano;Urbano;-68,904912;-32,88756632;1572
I1500;500070306;Intersercción;305;114;11;20;91;8;89;1;55;5;23;103;2;240;63;0;2;0;158;Central;Altamente urbano;-68,83550036;-32,88749428;1573
I1501;500070112;Intersercción;391;160;4;33;79;5;42;4;85;9;51;168;16;376;7;0;0;0;69;Central;Altamente urbano;-68,8438575;-32,88752303;1574
I1502;500070112;Intersercción;391;160;4;33;79;5;42;4;85;9;51;168;16;376;7;0;0;0;69;Central;Altamente urbano;-68,84383612;-32,887523;1575
I1503;500071303;Intersercción;1314;285;52;382;39;49;569;140;236;110;25;34;0;1133;85;5;0;6;3;Residencial urbano;Urbano;-68,90479441;-32,8876023;1576
I1504;500071310;Intersercción;5;0;0;0;1;0;4;0;0;0;0;1;0;3;2;0;0;0;;Especial Parque Gral. San Marti­n;Especial;-68,86677021;-32,88759462;1577
I1505;500070316;Intersercción;381;156;8;52;72;8;52;6;71;18;46;152;3;351;11;1;0;0;104;Comercial;Altamente urbano;-68,83416438;-32,88755563;1578
I1506;500071310;Intersercción;5;0;0;0;1;0;4;0;0;0;0;1;0;3;2;0;0;0;;Especial Parque Gral. San Marti­n;Especial;-68,86675684;-32,88759911;1579
I1507;500070507;Intersercción;399;164;3;54;75;11;37;9;56;11;37;205;17;377;11;0;0;0;14;Residencial urbano;Urbano;-68,85552746;-32,88763624;1580
I1508;500070512;Intersercción;319;123;6;47;68;9;26;13;53;8;29;154;11;295;13;0;0;0;58;Comercial;Altamente urbano;-68,84947864;-32,88763812;1581
I1509;500070401;Intersercción;881;227;8;92;177;16;141;17;200;15;57;348;38;805;41;1;1;0;60;Comercial;Altamente urbano;-68,84927558;-32,88763788;1582
I1510;500070305;Intersercción;266;126;12;31;42;9;29;3;66;5;38;98;5;247;9;0;0;0;66;Comercial;Altamente urbano;-68,83270015;-32,8876168;1583
I1511;500070401;Intersercción;881;227;8;92;177;16;141;17;200;15;57;348;38;805;41;1;1;0;59;Comercial;Altamente urbano;-68,84938242;-32,88765604;1584
I1512;500070401;Intersercción;881;227;8;92;177;16;141;17;200;15;57;348;38;805;41;1;1;0;60;Comercial;Altamente urbano;-68,84927552;-32,88767394;1585
I1513;500071310;Intersercción;5;0;0;0;1;0;4;0;0;0;0;1;0;3;2;0;0;0;0;Especial Parque Gral. San Marti­n;Especial;-68,86323264;-32,88771704;1586
I1514;500070305;Intersercción;266;126;12;31;42;9;29;3;66;5;38;98;5;247;9;0;0;0;41;Comercial;Altamente urbano;-68,83138554;-32,88767815;1587
I1515;500070116;Intersercción;466;113;5;56;61;7;67;39;108;20;46;155;13;442;15;1;0;0;102;Central;Altamente urbano;-68,84267088;-32,88772893;1588
I1516;500070305;Intersercción;266;126;12;31;42;9;29;3;66;5;38;98;5;247;9;0;0;0;21;Comercial;Altamente urbano;-68,8300068;-32,88773941;1589
I1517;500280207;Intersercción;683;235;25;118;110;24;117;32;177;31;81;175;7;630;28;1;0;3;13;Comercial;Altamente urbano;-68,82947242;-32,88775671;1590
I1518;500071310;Intersercción;5;0;0;0;1;0;4;0;0;0;0;1;0;3;2;0;0;0;;Especial Parque Gral. San Marti­n;Especial;-68,86418391;-32,8876279;1591
I1519;500071303;Intersercción;1314;285;52;382;39;49;569;140;236;110;25;34;0;1133;85;5;0;6;0;Residencial urbano;Urbano;-68,90162005;-32,8878974;1592
I1520;500071303;Intersercción;1314;285;52;382;39;49;569;140;236;110;25;34;0;1133;85;5;0;6;2;Residencial urbano;Urbano;-68,90252844;-32,88790713;1593
I1521;500071303;Intersercción;1314;285;52;382;39;49;569;140;236;110;25;34;0;1133;85;5;0;6;4;Residencial urbano;Urbano;-68,90449507;-32,88770125;1594
I1522;500071303;Intersercción;1314;285;52;382;39;49;569;140;236;110;25;34;0;1133;85;5;0;6;4;Residencial urbano;Urbano;-68,90419576;-32,88776414;1595
I1523;500070401;Intersercción;881;227;8;92;177;16;141;17;200;15;57;348;38;805;41;1;1;0;64;Central;Altamente urbano;-68,84804619;-32,88787083;1596
I1524;500070402;Intersercción;398;196;13;32;116;4;41;11;75;15;48;175;17;387;1;0;1;0;107;Central;Altamente urbano;-68,8427133;-32,88791834;1597
I1525;500070507;Intersercción;399;164;3;54;75;11;37;9;56;11;37;205;17;377;11;0;0;0;18;Residencial urbano;Urbano;-68,85380633;-32,88795885;1598
I1526;500071310;Intersercción;5;0;0;0;1;0;4;0;0;0;0;1;0;3;2;0;0;0;0;Especial Parque Gral. San Marti­n;Especial;-68,86356352;-32,88798791;1599
I1527;500070116;Intersercción;466;113;5;56;61;7;67;39;108;20;46;155;13;442;15;1;0;0;149;Central;Altamente urbano;-68,84143076;-32,88797082;1600
I1528;500070116;Intersercción;466;113;5;56;61;7;67;39;108;20;46;155;13;442;15;1;0;0;150;Central;Altamente urbano;-68,84139869;-32,88797979;1601
